Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
71934,2019-02-12 00:00:29,4204237326785494,"fraud_Heller, Gutmann and Zieme",grocery_pos,284.58,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,2d3d134dfb49f8b727723ac1eefddf88,1329004829,38.28926,-88.393128,1
72074,2019-02-12 01:54:28,4204237326785494,"fraud_Parisian, Schiller and Altenwerth",misc_net,893.06,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,8cc9fde58af96aa278816f978ac90117,1329011668,36.980028999999995,-88.98441700000001,1
72090,2019-02-12 02:08:00,4204237326785494,"fraud_Schaefer, Maggio and Daugherty",gas_transport,10.3,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,ed24567755273b266070aa9481db4ba8,1329012480,38.844621,-88.41268000000001,1
72198,2019-02-12 03:33:53,4204237326785494,fraud_Kilback LLC,grocery_pos,288.7,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,8ac75bc9141c3b92b2000d99e272e0eb,1329017633,36.983453999999995,-88.50415,1
72207,2019-02-12 03:41:32,4204237326785494,fraud_Cole PLC,grocery_pos,297.4,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,6f17ded1d73e1777d5fbfdfbf358d68b,1329018092,38.589889,-89.834559,1
72439,2019-02-12 06:49:03,4204237326785494,fraud_Donnelly PLC,misc_net,719.27,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,879ce2475f321aeaad3ef2c1079ad7e5,1329029343,36.917615999999995,-88.502496,1
74054,2019-02-12 22:10:54,4204237326785494,fraud_Rempel Inc,shopping_net,968.46,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,9607f8323085de79745f855047281436,1329084654,37.605676,-89.048886,1
74157,2019-02-12 23:01:38,4204237326785494,"fraud_Yost, Block and Koepp",misc_pos,8.37,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,803c81b59c02bf63981b6fd1814b3e55,1329087698,37.526133,-88.543347,1
74434,2019-02-13 03:45:16,4204237326785494,"fraud_Huel, Hammes and Witting",grocery_pos,336.15,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,eda59b086b7c8baa68c8a4df815b1fca,1329104716,37.887248,-88.842466,1
74634,2019-02-13 09:19:29,4204237326785494,fraud_Bailey-Morar,grocery_pos,285.18,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,9ad65403678cbabe594bf6e19efdbf3a,1329124769,37.932916,-89.500118,1
75363,2019-02-13 22:16:34,4204237326785494,fraud_Gleason-Macejkovic,shopping_net,1016.39,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,9a1f726f7856974e9726a7b71d22d4d7,1329171394,37.779677,-89.22837,1
75441,2019-02-13 23:32:20,4204237326785494,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,934.79,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,4ae465f7293495ebb6b24cb82ae5f043,1329175940,38.072464,-88.076918,1
75468,2019-02-13 23:55:27,4204237326785494,fraud_Pfeffer and Sons,shopping_pos,709.16,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,fe673658c455116260ecfcbe2c8b7f9b,1329177327,38.025091,-88.883023,1
