Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
39,2019-01-01 00:29:11,4789911625179723,"fraud_Mosciski, Gislason and Mertz",grocery_pos,221.81,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,a8394c3e555166ce2f90eee628bd9ade,1325377751,40.011959,-72.594808,0
2865,2019-01-02 12:14:44,4789911625179723,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,153.41,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,9066295671f82dc4d5998cd4aa2073a0,1325506484,40.156125,-72.093462,0
3567,2019-01-03 00:55:28,4789911625179723,fraud_Deckow-O'Conner,grocery_pos,204.56,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,c42032603fc88b365450d2beabd41591,1325552128,41.018355,-72.75421300000001,0
4617,2019-01-03 21:44:10,4789911625179723,fraud_Mayert Group,shopping_pos,193.1,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,b89dc1a326943e60fd1f0bca4687056f,1325627050,41.429383,-72.482821,0
4974,2019-01-04 04:34:56,4789911625179723,fraud_Harber Inc,gas_transport,56.79,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,d1428dd5999f39f5a87f40c80f12a3f4,1325651696,41.432913,-73.507448,0
8888,2019-01-06 16:21:41,4789911625179723,fraud_Conroy-Emard,food_dining,24.99,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,494dbf0442cfb1bdec648c4ef687cf37,1325866901,39.963051,-72.42649399999999,0
10881,2019-01-07 14:01:43,4789911625179723,fraud_Cruickshank-Mills,entertainment,43.37,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,b01233c2f8cac8256618f0098480caef,1325944903,39.848896999999994,-71.892362,0
15615,2019-01-10 01:01:53,4789911625179723,fraud_Heidenreich PLC,grocery_pos,216.92,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,fcc615ae449d115b0e0110df09b197c4,1326157313,40.044066,-73.328856,0
16707,2019-01-10 22:01:40,4789911625179723,fraud_Terry-Huel,shopping_net,2.84,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,f1906f8919d90a262e69ac4c22fdd134,1326232900,41.357217,-73.3777,0
18738,2019-01-12 10:10:56,4789911625179723,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,50.88,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,c7f9ee5456dc5906f33fd318bb4cc3f0,1326363056,41.787892,-72.96260600000001,0
20624,2019-01-13 13:29:15,4789911625179723,fraud_Schmidt and Sons,shopping_net,14.65,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,9f2b72b2a9be720cf1b76ac8a1b006e4,1326461355,41.407215,-73.808674,0
21109,2019-01-13 18:15:31,4789911625179723,"fraud_Kutch, Steuber and Gerhold",food_dining,60.18,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,34d660bbba22a0a6dceda75750dd56a7,1326478531,41.436456,-72.858409,0
21729,2019-01-14 00:22:36,4789911625179723,"fraud_Welch, Rath and Koepp",entertainment,417.97,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,1803da669aedb16aeba85b775bc285e3,1326500556,41.530432,-72.937586,1
21876,2019-01-14 02:13:19,4789911625179723,fraud_Buckridge PLC,misc_pos,8.56,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,aa7a4c06c800ce55c00dba633f3163da,1326507199,40.813814,-73.4205,1
21964,2019-01-14 03:08:13,4789911625179723,"fraud_Nienow, Ankunding and Collier",misc_pos,8.54,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,d0f879e5176cd00de89ad493e3d3d6b8,1326510493,40.784122,-72.888488,1
21981,2019-01-14 03:20:21,4789911625179723,fraud_Frami Group,entertainment,549.13,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,7b1d955d8709038eb7f7abcbb352ef63,1326511221,40.392225,-73.195537,1
21992,2019-01-14 03:26:52,4789911625179723,"fraud_Lakin, Ferry and Beatty",food_dining,96.57,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,8077b038041d8ceb20a27a8a786e5d30,1326511612,41.386059,-73.709579,1
23672,2019-01-14 20:19:07,4789911625179723,fraud_Kozey-Kuhlman,personal_care,22.22,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,1e5a1942d6ad9dff5c3bb3dca5210d14,1326572347,41.561246,-72.498305,1
23922,2019-01-14 22:10:43,4789911625179723,fraud_Carroll PLC,health_fitness,21.47,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,aaaedb5172d5cd6bda70efff44464059,1326579043,40.207719,-72.448746,1
24123,2019-01-14 23:51:31,4789911625179723,fraud_Barton LLC,kids_pets,22.91,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,3da33c2f2a16871c38c772b27b0a6940,1326585091,40.458009999999994,-72.767152,1
24185,2019-01-15 00:31:47,4789911625179723,fraud_Pagac LLC,shopping_pos,727.13,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,1f3c50944074eeaeec1d68bca4b871de,1326587507,40.394605,-72.973021,1
24193,2019-01-15 00:42:21,4789911625179723,fraud_O'Hara-Wilderman,food_dining,118.23,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,b6105dd232cd2f0e30da822941a129c9,1326588141,40.847942,-73.34819499999999,1
24805,2019-01-15 08:59:45,4789911625179723,"fraud_Moen, Reinger and Murphy",grocery_pos,331.2,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,41a8ff921f841ee559fbced7b443a9a5,1326617985,40.564488,-72.872646,1
